20.6037,46.5136,262.855,358.37,322.675
20.6066,46.5086,262.842,358.37,322.683
20.6054,46.5108,262.848,358.37,322.68
20.6054,46.5108,262.848,358.37,322.68
20.6055,46.5097,262.845,358.37,322.682
20.6052,46.5106,262.848,358.37,322.68
20.6041,46.5116,262.85,358.37,322.678
20.6045,46.5096,262.845,358.37,322.682
20.6034,46.513,262.854,358.37,322.676
20.6056,46.5094,262.844,358.37,322.682
20.6053,46.5086,262.842,358.37,322.683
20.6037,46.5111,262.849,358.37,322.679
20.6049,46.5081,262.841,358.37,322.684
20.6024,46.5106,262.848,358.37,322.68
20.6027,46.5094,262.845,358.37,322.682
20.6022,46.5105,262.847,358.37,322.68
20.6027,46.5091,262.844,358.37,322.682
20.6032,46.507,262.838,358.369,322.686
20.6026,46.5089,262.843,358.37,322.683
20.6046,46.5042,262.831,358.369,322.69
20.6005,46.5091,262.844,358.37,322.682
20.6013,46.5079,262.841,358.37,322.684
20.602,46.5086,262.842,358.37,322.683
20.6029,46.5051,262.833,358.369,322.689
20.6006,46.5084,262.842,358.37,322.683
20.6017,46.5071,262.839,358.369,322.686
20.6031,46.5043,262.831,358.369,322.69
20.6018,46.5054,262.834,358.369,322.688
20.6008,46.5076,262.84,358.37,322.685
20.6017,46.5069,262.838,358.369,322.686
20.6017,46.5064,262.837,358.369,322.687
20.6012,46.5081,262.841,358.37,322.684
20.6026,46.5047,262.832,358.369,322.689
20.6035,46.5035,262.829,358.369,322.691
20.6024,46.5052,262.834,358.369,322.688
20.6011,46.5088,262.843,358.37,322.683
20.6032,46.5039,262.83,358.369,322.691
20.6015,46.5088,262.843,358.37,322.683
20.6037,46.5046,262.832,358.369,322.69
20.6034,46.5069,262.838,358.369,322.686
20.6027,46.5067,262.837,358.369,322.686
20.6033,46.5062,262.836,358.369,322.687
20.6032,46.5064,262.837,358.369,322.687
20.6034,46.5075,262.84,358.37,322.685
20.6026,46.508,262.841,358.37,322.684
20.6031,46.5088,262.843,358.37,322.683
20.6045,46.5058,262.835,358.369,322.688
20.6031,46.5089,262.843,358.37,322.683
20.6041,46.5095,262.845,358.37,322.682
20.6043,46.5086,262.842,358.37,322.683
20.6055,46.5071,262.839,358.369,322.685
20.6049,46.509,262.843,358.37,322.683
20.605,46.5086,262.842,358.37,322.683
20.6066,46.5071,262.838,358.369,322.686
20.6068,46.5061,262.836,358.369,322.687
20.6072,46.5059,262.835,358.369,322.687
20.6059,46.5092,262.844,358.37,322.682
20.6048,46.51,262.846,358.37,322.681
20.6039,46.5119,262.851,358.37,322.678
20.6057,46.5074,262.839,358.369,322.685
20.6045,46.51,262.846,358.37,322.681
20.6054,46.5081,262.841,358.37,322.684
20.6046,46.508,262.841,358.37,322.684
20.6034,46.5106,262.848,358.37,322.68
20.604,46.51,262.846,358.37,322.681
20.6046,46.5085,262.842,358.37,322.683
20.6025,46.5111,262.849,358.37,322.679
20.6046,46.5079,262.84,358.37,322.684
20.6048,46.507,262.838,358.369,322.686
20.6047,46.5064,262.837,358.369,322.687
20.6037,46.5087,262.843,358.37,322.683
20.6039,46.5087,262.843,358.37,322.683
20.6039,46.5083,262.842,358.37,322.684
20.6046,46.5085,262.842,358.37,322.683
20.6043,46.5086,262.842,358.37,322.683
