24.3751,48.4928,264.628,358.379,322.882
24.3751,48.4922,264.626,358.379,322.883
24.3751,48.4916,264.624,358.379,322.884
24.3751,48.491,264.623,358.379,322.884
24.3752,48.4905,264.621,358.379,322.885
24.3752,48.4899,264.62,358.379,322.886
24.3753,48.4894,264.618,358.379,322.887
24.3753,48.4889,264.617,358.379,322.888
24.3754,48.4884,264.616,358.379,322.889
24.3754,48.488,264.615,358.379,322.889
24.3755,48.4876,264.614,358.379,322.89
24.3756,48.4873,264.613,358.379,322.891
24.3756,48.487,264.612,358.379,322.891
24.3757,48.4867,264.611,358.379,322.892
24.3758,48.4865,264.611,358.379,322.892
24.3759,48.4863,264.61,358.379,322.892
24.376,48.4861,264.61,358.379,322.892
24.3761,48.486,264.61,358.379,322.893
24.3761,48.4859,264.609,358.379,322.893
24.3762,48.4859,264.609,358.379,322.893
24.3763,48.4859,264.609,358.379,322.893
24.3764,48.4859,264.609,358.379,322.893
24.3765,48.4859,264.609,358.379,322.893
24.3765,48.4859,264.609,358.379,322.893
24.3766,48.486,264.609,358.379,322.893
24.3766,48.4861,264.61,358.379,322.893
24.3767,48.4862,264.61,358.379,322.892
24.3767,48.4863,264.61,358.379,322.892
24.3767,48.4864,264.611,358.379,322.892
24.3767,48.4865,264.611,358.379,322.892
24.3766,48.4867,264.611,358.379,322.892
24.3766,48.4868,264.612,358.379,322.891
24.3765,48.487,264.612,358.379,322.891
24.3764,48.4871,264.612,358.379,322.891
24.3763,48.4873,264.613,358.379,322.891
24.3762,48.4875,264.613,358.379,322.89
24.3761,48.4876,264.614,358.379,322.89
24.376,48.4878,264.614,358.379,322.89
24.3758,48.4879,264.615,358.379,322.89
24.3756,48.4881,264.615,358.379,322.889
24.3755,48.4882,264.615,358.379,322.889
24.3753,48.4884,264.616,358.379,322.889
24.3751,48.4885,264.616,358.379,322.889
24.3749,48.4886,264.616,358.379,322.888
24.3747,48.4887,264.617,358.379,322.888
24.3745,48.4888,264.617,358.379,322.888
24.3744,48.4888,264.617,358.379,322.888
24.3742,48.4889,264.617,358.379,322.888
24.374,48.4889,264.617,358.379,322.888
24.3739,48.4889,264.617,358.379,322.888
24.3737,48.4889,264.617,358.379,322.888
24.3736,48.4889,264.617,358.379,322.888
24.3734,48.4889,264.617,358.379,322.888
24.3733,48.4888,264.617,358.379,322.888
24.3733,48.4887,264.617,358.379,322.888
24.3732,48.4887,264.617,358.379,322.888
24.3731,48.4886,264.616,358.379,322.889
24.3731,48.4885,264.616,358.379,322.889
24.3731,48.4883,264.616,358.379,322.889
24.3731,48.4882,264.615,358.379,322.889
24.3731,48.4881,264.615,358.379,322.889
24.3731,48.4879,264.615,358.379,322.89
24.3732,48.4878,264.614,358.379,322.89
24.3733,48.4876,264.614,358.379,322.89
24.3733,48.4875,264.614,358.379,322.89
24.3734,48.4874,264.613,358.379,322.89
24.3736,48.4872,264.613,358.379,322.891
24.3737,48.4871,264.612,358.379,322.891
24.3738,48.487,264.612,358.379,322.891
